example_id,baseline_correct,treatment_correct,baseline_chars,treatment_chars,baseline_tokens,treatment_tokens,baseline_parsed,treatment_parsed
gsm8k-test-00070-a1e05c15,0,0,51,4,288,261,1000,17
gsm8k-test-00071-a80a2f35,0,0,76,4,288,261,1.5,18
gsm8k-test-00072-bfd3566a,0,0,81,90,288,288,10,23
gsm8k-test-00073-039b584a,0,0,72,36,288,288,100,3
gsm8k-test-00074-3648f6a3,0,0,78,26,288,267,1,2.74
gsm8k-test-00075-b4e8c56a,0,0,51,55,288,288,7,200
gsm8k-test-00076-d773e795,0,0,90,85,288,288,180,10
gsm8k-test-00077-100d7f43,0,0,78,109,288,288,18,400
gsm8k-test-00078-96b496fa,0,0,56,72,288,288,1000000000000000000,1
gsm8k-test-00079-40c374ea,0,0,91,69,288,288,75,30
gsm8k-test-00080-7d080509,0,0,46,48,288,288,100,6
gsm8k-test-00081-5bcf7f55,0,0,49,79,288,288,1000000000000000,100
gsm8k-test-00082-ad6ac817,0,0,32,38,288,288,1250000000000000000000000000000,127
gsm8k-test-00083-ab4a06b6,0,0,75,39,288,288,100,6
gsm8k-test-00084-44dd3e21,0,0,33,56,288,288,8,8
gsm8k-test-00085-94c5beec,0,0,69,4,288,261,1000,21
gsm8k-test-00086-52e0be8f,0,0,82,3,288,260,10,3
gsm8k-test-00087-00d8d602,0,0,81,109,288,288,1.10,600
gsm8k-test-00088-4240e2d1,0,0,38,84,288,288,8800,7
gsm8k-test-00089-016b7006,0,0,104,51,288,288,3,1000
gsm8k-test-00090-ad1d1965,0,0,9,32,263,288,200,1000000000000000000000000000000
gsm8k-test-00091-b921f344,0,0,103,99,288,288,20,20
gsm8k-test-00092-30e10116,0,0,78,84,288,288,100,2
gsm8k-test-00093-d3628897,0,0,32,14,288,264,38.0000000000000000000000000000,41.8
gsm8k-test-00094-7725c031,0,0,52,38,288,288,1,1
gsm8k-test-00095-91d8efcf,0,0,38,38,288,288,2,2
gsm8k-test-00096-e622abbc,0,0,85,85,288,288,15,16
gsm8k-test-00097-a91423e8,0,0,83,87,288,288,16,1
gsm8k-test-00098-20392eb4,0,0,81,80,288,288,2,2
gsm8k-test-00099-06d0657a,0,0,80,70,288,288,15,25
gsm8k-test-00100-1c606349,0,0,93,81,288,288,100,4
gsm8k-test-00101-5553251d,0,0,32,21,288,267,13.3333333333333333333333333333,14.25
gsm8k-test-00102-fecc3d4d,0,0,40,20,288,263,1000000000000000000000,3
gsm8k-test-00103-7d885e09,0,0,13,98,263,288,100,10
gsm8k-test-00104-5fc2275d,0,0,80,81,288,288,1000,100
gsm8k-test-00105-f21bbb96,0,0,117,85,288,288,5,100
gsm8k-test-00106-f36cf3d6,0,0,89,96,288,288,14,120
gsm8k-test-00107-39a2f8a7,0,0,98,85,288,288,19,1
gsm8k-test-00108-f0c0c69e,0,0,85,94,288,288,100,15
gsm8k-test-00109-5e198a31,0,0,6,6,263,263,2.80,3.00
gsm8k-test-00110-01bfcc0e,0,0,110,85,288,288,1,
gsm8k-test-00111-428761e2,0,0,107,97,288,288,10,10
gsm8k-test-00112-8eab1517,0,0,93,78,288,288,10,2000
gsm8k-test-00113-ff97715a,0,0,92,32,288,288,15,1000000000000000000000000000000
gsm8k-test-00114-c149b54f,0,0,122,97,288,288,50,11
gsm8k-test-00115-f99c92a7,0,0,121,73,288,288,50,13
gsm8k-test-00116-b7a22d59,0,0,60,32,288,288,0.016666666666666667,10
gsm8k-test-00117-8a7ef077,0,0,65,69,288,288,1000,120
gsm8k-test-00118-b9cb8545,0,0,3,3,260,260,5,2
gsm8k-test-00119-7df75d2b,0,0,7,32,264,288,40000,2
gsm8k-test-00120-4a23b3ce,0,0,37,86,288,288,18,15
gsm8k-test-00121-b3961d14,0,0,56,88,288,288,1000000000000000000,13
gsm8k-test-00122-7a79da6f,0,0,94,10,288,262,80,14
gsm8k-test-00123-1cccf292,0,0,71,67,288,288,100,100
gsm8k-test-00124-67aad8ea,1,1,92,40,288,288,10,10
gsm8k-test-00125-6681b8e0,0,0,17,4,271,261,30,12
gsm8k-test-00126-d0798145,0,0,104,130,288,288,14,6
gsm8k-test-00127-31701746,0,0,83,100,288,288,50,50
gsm8k-test-00128-02ab5436,0,0,68,114,288,288,1000,3
gsm8k-test-00129-88351235,0,0,46,48,288,288,15,15320000
gsm8k-test-00130-1c64800f,0,0,32,63,288,288,1000000000000000000000000000000,15
gsm8k-test-00131-a6720346,0,0,32,75,288,288,1000000000000000000000000000000,16
gsm8k-test-00132-66ea530a,0,0,71,38,288,288,10,3
gsm8k-test-00133-97d15f62,1,0,77,100,181,288,13,15
gsm8k-test-00134-cbe97dcd,0,0,57,6,288,156,1000,5210
gsm8k-test-00135-c9fe583e,0,0,33,70,288,288,100000000000000000000000,5
gsm8k-test-00136-da2442d2,0,0,111,84,288,288,27,27
gsm8k-test-00137-8f20370a,0,0,82,77,288,288,2,15
gsm8k-test-00138-b1d6f8ed,0,0,32,32,288,288,17,17
gsm8k-test-00139-dceb7c73,0,0,54,38,288,288,16,1
gsm8k-test-00140-09a8532e,0,0,89,4,288,261,60,12
gsm8k-test-00141-cdf3f31e,0,0,33,82,288,288,2,2
gsm8k-test-00142-e522e401,0,0,80,4,288,261,1,10
gsm8k-test-00143-a608c8d1,0,0,78,82,288,288,2,1
gsm8k-test-00144-8f2ecd57,0,0,4,4,261,261,10,22
gsm8k-test-00145-804b6b67,0,0,32,33,288,288,1000000000000000000000000000000,100000000000000000000000
gsm8k-test-00146-aa8117eb,0,0,101,83,288,288,500,1000
gsm8k-test-00147-72c96b49,0,0,95,80,288,288,1000,13
gsm8k-test-00148-7c1ba632,0,0,4,32,261,288,12,22
gsm8k-test-00149-a6cdbdde,0,0,86,113,288,288,20,13
gsm8k-test-00150-3a8bfcb6,0,0,73,110,288,288,22,18
gsm8k-test-00151-3080714d,0,1,89,117,288,288,1000,5
gsm8k-test-00152-e5f03336,0,0,49,76,288,288,1000000000000000,120
gsm8k-test-00153-26d986ff,0,0,86,4,288,261,17,14
gsm8k-test-00154-4e332330,0,0,9,83,261,288,2,1
gsm8k-test-00155-0920fbd0,0,0,81,66,288,288,10,100
gsm8k-test-00156-3ca0e746,0,0,87,6,288,263,20,4000
gsm8k-test-00157-4b3f3583,0,0,96,80,288,288,10,1
gsm8k-test-00158-dfa1025f,0,0,86,84,288,288,10,14
gsm8k-test-00159-b776409e,0,0,3,21,260,265,4,9
gsm8k-test-00160-8f6e9905,0,0,111,86,288,288,2,17
gsm8k-test-00161-b8c462ea,0,0,110,69,288,284,10,12
gsm8k-test-00162-a62879f4,0,0,108,47,288,288,20,20
gsm8k-test-00163-6b1d4f92,0,0,85,5,288,262,2,100
gsm8k-test-00164-bee14fca,0,0,118,4,288,261,35,12
gsm8k-test-00165-af00da18,0,0,7,7,263,263,2590,1500
gsm8k-test-00166-d351c7c5,0,0,67,39,288,288,1000,7
gsm8k-test-00167-32c3bf9f,0,0,57,93,288,288,2,28
gsm8k-test-00168-fc19f1bb,0,0,106,3,288,260,8,2
gsm8k-test-00169-a9e03f1a,0,0,92,54,288,288,3,1000000
gsm8k-test-00170-88bc8309,0,0,68,84,288,288,20000,100
gsm8k-test-00171-9ba6bc62,0,0,114,105,288,288,8,10
gsm8k-test-00172-a1f065b6,0,0,3,3,260,260,8,8
gsm8k-test-00173-26f01bcc,0,0,8,82,265,288,10000,1
gsm8k-test-00174-b5f82fe7,0,0,12,12,262,262,60,25
gsm8k-test-00175-7588f7e8,0,0,49,110,288,288,1000000000000000000,1
gsm8k-test-00176-e8aa7518,0,0,33,87,288,288,8,2
gsm8k-test-00177-55091194,0,0,6,41,263,288,1800,1
gsm8k-test-00178-e2c3edfe,0,0,54,124,288,288,1,9
gsm8k-test-00179-fb405227,0,0,79,49,288,288,1,100000000000000
gsm8k-test-00180-be2e53f5,0,0,125,76,288,288,4,18
gsm8k-test-00181-16b37304,0,0,99,50,288,288,200,800
gsm8k-test-00182-399133d2,0,0,88,82,288,288,15,30
gsm8k-test-00183-f29cc498,0,0,13,13,263,263,115,120
gsm8k-test-00184-deb7c401,0,0,92,5,288,244,10,3
gsm8k-test-00185-85ff4f96,0,0,82,76,288,288,1000,2
gsm8k-test-00186-585a3e2e,0,0,5,85,262,288,160,1
gsm8k-test-00187-82fc37f3,0,0,90,99,288,288,1.7,2
gsm8k-test-00188-56680f20,0,0,32,5,288,262,16,400
gsm8k-test-00189-e8c1a0f1,0,0,4,40,261,288,13,4
gsm8k-test-00190-fc3ce910,0,0,40,97,288,288,100000000000000000000,2
gsm8k-test-00191-dfe05fec,0,0,95,99,288,288,10,2
gsm8k-test-00192-234cb247,0,0,77,4,288,261,200,10
gsm8k-test-00193-83a1d4f5,0,0,46,4,284,261,180,18
gsm8k-test-00194-236ac935,0,0,49,49,288,288,1000000000000000,1000000000000000
gsm8k-test-00195-f63234ba,0,0,65,82,288,288,3,1
gsm8k-test-00196-a77ce578,0,0,132,4,288,261,2,40
gsm8k-test-00197-47ddcefb,0,0,73,37,288,288,17409,8
gsm8k-test-00198-bd499252,0,0,4,12,261,269,20,30
gsm8k-test-00199-7ca0e77e,0,0,71,39,288,288,100,5000
gsm8k-test-00200-8c508389,0,0,66,75,288,288,1000,1000
gsm8k-test-00201-6425d554,0,0,77,56,288,288,10,2
gsm8k-test-00202-5c490a76,0,0,4,94,261,288,50,1000
gsm8k-test-00203-d73099f3,0,0,88,4,288,261,15,15
gsm8k-test-00204-ca83378f,0,0,94,82,288,288,10,32
gsm8k-test-00205-844d7a17,0,0,49,32,288,288,1000000000000000,92
gsm8k-test-00206-533a1de2,0,0,40,32,288,288,100000000000000000000,16
gsm8k-test-00207-2c1d56da,0,0,105,32,288,288,80,1000000000000000000000000000000
gsm8k-test-00208-1aba011a,0,0,67,113,288,288,4,5
gsm8k-test-00209-5d6ed708,0,0,91,92,288,288,6000,12
gsm8k-test-00210-0f4d92e8,0,0,119,98,288,288,30,16
gsm8k-test-00211-a5760663,0,0,111,88,288,288,5,1
gsm8k-test-00212-5e156993,0,0,73,97,288,288,9,9
gsm8k-test-00213-68c5c899,0,0,118,81,288,288,100,1050
gsm8k-test-00214-13ddeb54,0,0,90,74,288,288,100,20
gsm8k-test-00215-a0e2ddc5,0,0,82,83,288,288,10,12
gsm8k-test-00216-2572d479,0,0,68,68,288,288,1,13
gsm8k-test-00217-1cadaca3,0,0,60,40,288,288,1,1000000000000000000000
gsm8k-test-00218-294f2782,0,0,118,109,288,288,13,21
gsm8k-test-00219-7aca3c05,0,0,32,90,288,288,1000000000000000000000000000000,10
gsm8k-test-00220-ca8264c5,0,0,12,26,262,268,25,10
gsm8k-test-00221-e1285b19,1,1,97,101,288,288,90,90
gsm8k-test-00222-38359054,0,0,33,39,288,288,100000000000000000000000,4
gsm8k-test-00223-25b2ef0c,0,0,56,100,288,288,15,15000
gsm8k-test-00224-1ad54880,0,0,62,106,288,288,100000000000000,3
gsm8k-test-00225-696619ca,0,0,99,32,288,288,10,100000000000000000000000000000
gsm8k-test-00226-d58e5838,0,0,96,65,288,288,10,30
gsm8k-test-00227-59892b16,0,0,7,6,264,263,13.50,1.50
gsm8k-test-00228-b26cfbf5,0,0,79,10,288,262,10,11
gsm8k-test-00229-08067583,0,0,72,38,288,288,100,1
gsm8k-test-00230-74b1d6c6,0,0,8,9,265,266,20000,120000
gsm8k-test-00231-56e4a8f3,0,0,104,39,288,288,3,7
gsm8k-test-00232-1420b7a3,0,0,63,171,288,288,1000,1
gsm8k-test-00233-3024e362,0,0,72,13,288,262,100,10
gsm8k-test-00234-393b9928,0,0,9,20,261,161,4,7
gsm8k-test-00235-7716dfeb,0,0,75,55,288,288,100,10000000000000000
gsm8k-test-00236-029ef1d7,0,0,40,100,288,288,100000000000000000000,18
gsm8k-test-00237-766b9e06,0,0,5,76,262,288,160,16
gsm8k-test-00238-664927c9,0,0,96,99,288,288,14,2
gsm8k-test-00239-819a8794,0,0,86,119,288,288,30,30
gsm8k-test-00240-344f259f,0,0,32,37,288,288,1000000000000000000000000000000,2
gsm8k-test-00241-8e2693d6,0,0,97,107,288,288,10,1
gsm8k-test-00242-38fe85a0,0,0,76,90,288,288,1000,100
gsm8k-test-00243-30861a3b,0,0,56,40,288,288,100000000000000000,100000000000000000
gsm8k-test-00244-8a18ea1f,0,0,95,66,288,288,100,27
gsm8k-test-00245-a02a9dd4,0,0,3,23,260,266,4,1
gsm8k-test-00246-10b3cef0,0,0,6,4,263,261,1000,10
gsm8k-test-00247-58ec0a59,0,0,40,124,288,288,15,12
gsm8k-test-00248-b4110915,0,0,92,88,288,288,1.50,80
gsm8k-test-00249-48dde2dd,0,0,72,32,288,288,10,4
gsm8k-test-00250-545e9626,0,0,4,32,261,288,15,15
gsm8k-test-00251-58585cba,0,0,53,78,288,288,10000000000000,5
gsm8k-test-00252-376e7200,0,0,32,97,288,288,10,20
gsm8k-test-00253-c754baca,0,1,82,102,288,288,10,18
gsm8k-test-00254-a0a9019b,0,0,90,125,288,288,10,30
gsm8k-test-00255-019f631a,0,0,93,32,288,288,40,30
gsm8k-test-00256-135430c8,0,0,44,32,288,288,1500,1000000000000000000000000000000
gsm8k-test-00257-f1dee5a7,0,0,32,88,288,288,1000000000000000000000000000000,30
gsm8k-test-00258-4e414936,0,0,92,104,288,288,80,8
gsm8k-test-00259-1996a72d,0,0,72,32,288,288,10,10
gsm8k-test-00260-2e9bb88c,0,0,91,75,288,288,100,3
gsm8k-test-00261-e147817f,0,0,35,37,288,288,3,9300
gsm8k-test-00262-7065494b,0,0,32,58,288,288,1000000000000000000000000000000,2
gsm8k-test-00263-4c305368,0,0,21,69,265,288,1,2
gsm8k-test-00264-8ee7c870,0,0,60,62,288,288,17,100
gsm8k-test-00265-c966edda,0,0,9,59,266,288,000,11
gsm8k-test-00266-59c1f5c9,0,0,4,61,261,288,14,20
gsm8k-test-00267-0133408a,0,0,11,11,261,261,5,5
gsm8k-test-00268-60095127,0,0,103,74,288,288,75,18
gsm8k-test-00269-df394468,0,0,79,64,288,288,20,16
gsm8k-test-00270-d2b09f67,0,0,63,40,288,288,300,12
gsm8k-test-00271-2baf04e3,0,0,21,71,265,288,4,1
gsm8k-test-00272-cbc64e44,0,0,89,88,288,288,100,2
gsm8k-test-00273-c8d0ff7f,0,0,83,81,288,288,10,1000
gsm8k-test-00274-2ecb025c,0,0,74,33,288,288,1000,8
gsm8k-test-00275-a9798075,0,0,4,40,261,288,40,20
gsm8k-test-00276-10832215,0,0,102,82,288,288,52,5
gsm8k-test-00277-1e0e64c0,0,0,72,85,288,288,1,17
gsm8k-test-00278-081f7a29,0,0,57,86,288,288,5,2
gsm8k-test-00279-213f4990,0,0,79,78,288,288,3,24
gsm8k-test-00280-4f749fa9,0,0,85,80,288,288,4,1
gsm8k-test-00281-f0f8e9d4,0,0,5,69,110,288,130,120
gsm8k-test-00282-90afcc9e,0,0,67,97,288,288,200,3
gsm8k-test-00283-400a07fc,0,0,86,88,288,288,30,1
gsm8k-test-00284-1d32c918,0,0,5,5,262,262,120,300
gsm8k-test-00285-46ce7073,0,0,106,91,288,288,1000,63
gsm8k-test-00286-de3c8255,0,0,54,38,288,288,100000000000000000,10000000000000000000000
gsm8k-test-00287-3feaff94,0,0,32,78,288,288,21,3
gsm8k-test-00288-18becb25,0,0,112,82,288,288,75,1
gsm8k-test-00289-3fda51ab,0,0,101,103,288,288,60,10
gsm8k-test-00290-f2e19746,0,0,37,124,288,288,16,10
gsm8k-test-00291-6455dc9a,0,0,4,32,261,288,18,8
gsm8k-test-00292-419f9f70,0,0,87,90,288,288,10,100
gsm8k-test-00293-a6d3a04e,0,0,90,4,288,261,20,16
gsm8k-test-00294-f8f4a5b2,0,0,93,81,288,288,30,1
gsm8k-test-00295-003c5304,0,0,84,96,288,288,10,2
gsm8k-test-00296-33128756,0,0,78,41,288,288,10,420000000000000000000000
gsm8k-test-00297-f96abc95,0,0,78,39,288,288,1000,6
gsm8k-test-00298-67ab79f9,0,0,60,71,288,288,1000,1000000000000
gsm8k-test-00299-76764db7,0,0,102,78,288,288,10,100
gsm8k-test-00300-5f3fce9a,0,0,90,82,288,288,2,4
gsm8k-test-00301-edbdd8ce,0,0,129,70,288,288,32,32
gsm8k-test-00302-df302425,0,0,74,4,288,144,100,10
gsm8k-test-00303-786a70bb,0,0,74,8,288,265,1,250000
gsm8k-test-00304-68e00b76,0,0,104,78,288,288,10,10
gsm8k-test-00305-7f7b2720,0,0,38,123,288,288,8,80
gsm8k-test-00306-699de56a,0,0,109,117,288,288,60,60
gsm8k-test-00307-336b088d,0,0,111,63,288,288,4,10
gsm8k-test-00308-d359a2ad,0,0,74,4,288,261,10,15
gsm8k-test-00309-c4f6c8fb,0,0,71,5,288,262,1,225
gsm8k-test-00310-4e0a97e7,0,0,69,4,288,261,4,15
gsm8k-test-00311-a18a4905,0,0,94,98,288,288,2,2
gsm8k-test-00312-c8ba5472,0,0,54,115,288,288,1000000000000000000,3
gsm8k-test-00313-fc44241c,0,0,6,86,263,288,3000,14
gsm8k-test-00314-ef9f2747,0,0,105,86,288,288,105,85
gsm8k-test-00315-bbfd677d,0,0,75,33,288,288,8,8
gsm8k-test-00316-bc1dbe13,0,0,96,39,288,288,5,20
gsm8k-test-00317-c6c20bbd,0,0,80,100,288,288,10,9
gsm8k-test-00318-07e68ddc,0,0,4,36,261,288,60,1
gsm8k-test-00319-3b4f71a7,0,0,81,91,288,288,120,12
gsm8k-test-00320-b1e510af,0,0,65,71,288,288,3,18
gsm8k-test-00321-532e7358,0,0,84,52,288,288,4,48
gsm8k-test-00322-d74c52a8,0,0,4,78,261,288,17,20
gsm8k-test-00323-015e90d2,0,0,60,81,288,288,20.0,10.0
gsm8k-test-00324-8e7f2ec3,0,0,40,91,288,288,100000000000000000000,100
gsm8k-test-00325-7566fab6,0,0,32,60,288,288,1200000000000000000000000000000,4000000
gsm8k-test-00326-2c58e20b,0,0,79,85,288,288,20,5
gsm8k-test-00327-91706fc7,0,0,99,86,288,288,10,24
gsm8k-test-00328-339cbe8f,0,0,85,70,288,288,120,60
gsm8k-test-00329-ef88a9e1,0,0,56,93,288,288,1111111111111111,1
gsm8k-test-00330-c801a0da,0,0,5,109,262,288,123,1
gsm8k-test-00331-d8d8a9ef,0,0,63,98,288,288,15000,16
gsm8k-test-00332-72ea6bb3,0,0,5,95,262,288,110,40
gsm8k-test-00333-d8ce2b79,0,0,92,7,288,264,100000,2450
gsm8k-test-00334-38f9608d,0,0,53,32,288,288,1000000000000000000,1
gsm8k-test-00335-622e753d,0,0,59,73,288,288,10,100
gsm8k-test-00336-dcb2cf7d,0,0,94,83,288,288,100,10
gsm8k-test-00337-be3835b7,0,0,40,33,288,288,2,8
gsm8k-test-00338-068ad465,0,0,88,88,288,288,2,2
gsm8k-test-00339-a3be434b,0,0,5,96,145,288,600,20
gsm8k-test-00340-c275e3cc,0,0,103,32,288,288,1,12
gsm8k-test-00341-29793875,0,0,11,4,205,261,50,16
gsm8k-test-00342-88e42212,0,0,4,4,261,182,94,39
gsm8k-test-00343-a3594910,0,0,84,36,288,269,30,5
gsm8k-test-00344-68de5ac4,0,0,112,33,288,288,1,10000000000000000
gsm8k-test-00345-d3d2d76a,0,0,77,93,288,288,2,2
gsm8k-test-00346-a17a2c99,0,0,110,3,288,260,1,1
gsm8k-test-00347-5cebe704,0,0,64,71,288,288,100,1.50
gsm8k-test-00348-bea5faee,1,0,117,78,288,288,10,1
gsm8k-test-00349-5d38ace0,0,0,71,95,288,288,150,16
gsm8k-test-00350-693fc3e1,0,0,89,72,288,288,10,1
gsm8k-test-00351-afe82206,0,0,4,49,261,288,17,100000000000000000
gsm8k-test-00352-088d10c0,0,0,91,72,288,288,10,26
gsm8k-test-00353-10b25717,0,0,56,62,288,288,6,1
gsm8k-test-00354-8205fb31,0,0,71,32,288,288,80,1000000000000000000000000000000
gsm8k-test-00355-63232b7f,0,0,85,113,288,288,20,10
gsm8k-test-00356-f97777ac,0,0,4,18,261,272,28,32
gsm8k-test-00357-dc1b264f,0,0,105,3,288,260,10,5
gsm8k-test-00358-6aaa36a1,0,0,40,49,288,288,10000000000000000000,1000000000000000
gsm8k-test-00359-4b7297b4,0,0,92,49,288,288,16,1000000000000000
gsm8k-test-00360-422aec93,0,0,82,44,288,271,45,2
gsm8k-test-00361-de5d935c,0,0,10,48,247,288,360,1800
gsm8k-test-00362-3e64aca4,0,0,86,80,288,288,100,100
gsm8k-test-00363-fe7b9c1b,0,0,87,83,288,288,4,200
gsm8k-test-00364-bc996f49,0,0,4,40,261,288,43,43
gsm8k-test-00365-0daf43cf,0,0,96,37,288,288,2,8
gsm8k-test-00366-b85ad629,0,0,75,63,288,288,10,100
gsm8k-test-00367-317f53c0,0,0,36,121,288,288,4,3
gsm8k-test-00368-5efe7b03,0,0,68,32,288,288,100,1000000000000000000000000000000
gsm8k-test-00369-ab96521f,0,0,6,48,263,288,1200,10
gsm8k-test-00370-6563cded,0,0,101,62,288,288,20,2
gsm8k-test-00371-dc921eb9,0,0,100,90,288,288,14,15
gsm8k-test-00372-7810cb6f,0,0,42,97,272,288,10,1
gsm8k-test-00373-78986ed1,0,0,8,78,265,288,400000,400
gsm8k-test-00374-ea246ed4,0,0,85,79,288,288,20,1
gsm8k-test-00375-afda6a08,0,0,88,110,288,288,18,8
gsm8k-test-00376-bece7c4c,0,0,33,93,288,288,8,4
gsm8k-test-00377-22b59e85,0,0,72,69,288,288,1,10
gsm8k-test-00378-b30784db,0,0,75,50,288,288,100,6
gsm8k-test-00379-75cbd45b,0,0,54,60,288,288,10,1
gsm8k-test-00380-c46455f6,0,0,73,80,288,288,14,17
gsm8k-test-00381-915ed5fe,0,0,97,66,288,288,4,8
gsm8k-test-00382-9889f9e8,0,0,5,84,262,288,100,8
gsm8k-test-00383-93da1c54,0,0,4,81,261,288,18,0
gsm8k-test-00384-74d27fae,0,0,37,20,288,277,18,0.6666666666666667
gsm8k-test-00385-2b2d708c,0,0,4,38,261,288,52,10
gsm8k-test-00386-bea7c0fc,0,0,88,91,288,288,90,2
gsm8k-test-00387-8a439a3a,0,0,49,32,288,288,1000000000000000,6
gsm8k-test-00388-be61bdc3,0,0,94,87,288,288,15,16
gsm8k-test-00389-27deb21e,0,0,94,4,288,140,10,10
gsm8k-test-00390-710adcab,0,0,55,39,288,288,10000000000000000,1000000000000000000
gsm8k-test-00391-c54bbb7f,0,0,102,88,288,288,6,14
gsm8k-test-00392-c1f3e804,0,0,4,4,261,261,60,10
gsm8k-test-00393-821ba4d3,0,0,76,50,288,288,1,5
gsm8k-test-00394-d08bed33,0,0,93,92,288,288,6,3
gsm8k-test-00395-c459a67c,0,0,60,4,288,181,132,20
